,title,company,location,link,description,skills
124,nail care technician,Cook Street Village Spa,"Victoria, BC",https://ca.indeed.com/rc/clk?jk=d76f5eca3677f409&fccid=630b4355cfcd0acf&vjs=3,"<div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText"">
<div>
<h2 class=""jobSectionHeader""><b>Area of Work Experience</b></h2>
<ul>
<li> Pedicurist</li>
<li> Manicurist</li>
</ul>
<h2 class=""jobSectionHeader""><b> Specific Skills</b></h2>
<ul>
<li> Ensure health and safety regulations are followed</li>
<li> Clean work area</li>
<li> Ensure hygiene and sanitation practices conform to policies and regulations</li>
</ul>
<h2 class=""jobSectionHeader""><b> Security and Safety</b></h2>
<ul>
<li> Criminal record check</li>
</ul>
<h2 class=""jobSectionHeader""><b> Work Conditions and Physical Capabilities</b></h2>
<ul>
<li> Repetitive tasks</li>
<li> Manual dexterity</li>
<li> Attention to detail</li>
<li> Hand-eye co-ordination</li>
</ul>
<h2 class=""jobSectionHeader""><b> Manicurists and Pedicurists Skills</b></h2>
<ul>
<li> Clean, trim and polish nails</li>
<li> Provide gel and acrylic nail extensions</li>
<li> Nail art technics</li>
</ul>
<h2 class=""jobSectionHeader""><b> Personal Suitability</b></h2>
<ul>
<li> Effective interpersonal skills</li>
<li> Flexibility</li>
<li> Client focus</li>
<li> Reliability</li>
<li> Organized</li>
</ul>
<h2 class=""jobSectionHeader""><b> Financial benefits</b></h2>
<ul>
<li> Gratuities</li>
</ul>
</div>
</div>","['Effective interpersonal skills', 'Criminal record check', 'Clean, trim and polish nails', 'Repetitive tasks', 'Organized', 'Provide gel and acrylic nail extensions']"
125,nail care technician,Enchanted Nails Boutique Ltd.,"Surrey, BC",https://ca.indeed.com/rc/clk?jk=56617c13c233370c&fccid=0c036adefa75adc9&vjs=3,"<div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText""><div><h2 class=""jobSectionHeader""><b>Esthetics Skills</b></h2><ul><li>
Pedicures</li><li>
Manicures</li></ul><h2 class=""jobSectionHeader""><b>
Area of Work Experience</b></h2><ul><li>
Pedicurist</li><li>
Manicurist</li></ul><h2 class=""jobSectionHeader""><b>
Additional Skills</b></h2><ul><li>
Schedule and confirm appointments</li><li>
Own clientele</li></ul><h2 class=""jobSectionHeader""><b>
Work Conditions and Physical Capabilities</b></h2><ul><li>
Repetitive tasks</li><li>
Attention to detail</li><li>
Hand-eye co-ordination</li><li>
Combination of sitting, standing, walking</li></ul><h2 class=""jobSectionHeader""><b>
Manicurists and Pedicurists Skills</b></h2><ul><li>
Clean, trim and polish nails</li><li>
Provide gel and acrylic nail extensions</li><li>
Nail art technics</li></ul><h2 class=""jobSectionHeader""><b>
Personal Suitability</b></h2><ul><li>
Flexibility</li><li>
Client focus</li><li>
Judgement</li><li>
Reliability</li><li>
Organized</li></ul></div></div>","['Clean, trim and polish nails', 'Own clientele', 'Schedule and confirm appointments', 'Repetitive tasks', 'Organized', 'Provide gel and acrylic nail extensions']"
126,nail care technician,TM Nails,"Abbotsford, BC+1 location",https://ca.indeed.com/rc/clk?jk=d43037b5274cdced&fccid=869290d93bde4841&vjs=3,"<div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText"">
<div>
<h2 class=""jobSectionHeader""><b>Additional Skills</b></h2>
<ul>
<li> Schedule and confirm appointments</li>
</ul>
<h2 class=""jobSectionHeader""><b> Work Conditions and Physical Capabilities</b></h2>
<ul>
<li> Repetitive tasks</li>
<li> Attention to detail</li>
<li> Hand-eye co-ordination</li>
<li> Combination of sitting, standing, walking</li>
</ul>
<h2 class=""jobSectionHeader""><b> Manicurists and Pedicurists Skills</b></h2>
<ul>
<li> Clean, trim and polish nails</li>
<li> Provide gel and acrylic nail extensions</li>
<li> Nail art technics</li>
</ul>
<h2 class=""jobSectionHeader""><b> Personal Suitability</b></h2>
<ul>
<li> Flexibility</li>
<li> Reliability</li>
<li> Organized</li>
</ul>
</div>
</div>","['Organized', 'Clean, trim and polish nails', 'Provide gel and acrylic nail extensions', 'Repetitive tasks']"
127,Nail Technician and Lash Applicator,Atlantis Esthetics and Eatery,"Southampton, ON",https://ca.indeed.com/company/Atlantis-Esthetics-and-Eatery/jobs/Nail-Technician-Lash-Applicator-824593bdd5a6b724?fccid=9ca118fa881a07e6&vjs=3,"<div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText"">
<p>6 permanent, full-time Nails and Lashes Applicator, (days, evenings, weekends, overtime) to start as soon as possible.</p>
<p>Job requirements: Languages: English. Education: Secondary (high) school graduation certificate. Experience: 1 year to less than 2 years. Work Conditions and Physical Capabilities: Repetitive tasks, Manual dexterity, Attention to detail, Hand-eye co-ordination. Relocation costs not covered by employer. Willing to relocate. Work Site Environment: Odours. Personal Suitability: Flexibility, Interpersonal awareness, Judgement, Organized, Accurate, Dependability, lnitiative, Team player Reliability, Effective interpersonal skills, Client focus. Additional Skills: Schedule and confirm appointments, Perform cashiering duties. Area of Work Experience: Manicurist, Pedicurist, Nail and lashes applicator.</p>
<p>Esthetics Skills: Foot massage, Manicures, Pedicures, Waxing, Eyelash extensions. Work Setting: Esthetician's salon, Beauty shop or aesthetic service. Manicurists and Pedicurists Skills: Clean, trim and polish nails, Provide gel and acrylic nail extensions, Nail art technics. Apply by email or in person at 170 High Street, Southampton, ON, N0H 2L0 from 10:00 to 16:00. Do not apply if you are not legally allowed to work in Canada. Your application must include references attesting experience, letter of recommendation and cover letter.</p>
<p>Job Types: Full-time, Permanent</p>
<p>Salary: $33,280.00-$37,440.00 per year</p>
<p>Additional pay:</p>
<ul>
<li>Tips</li>
</ul>
<p>Schedule:</p>
<ul>
<li>10 hour shift</li>
<li>8 hour shift</li>
<li>Day shift</li>
<li>Holidays</li>
<li>Monday to Friday</li>
<li>Weekend availability</li>
</ul>
<p>Experience:</p>
<ul>
<li>Nail Technicians: 1 year (preferred)</li>
</ul>
</div>","['Additional pay:', 'Nail Technicians: 1 year (preferred)', 'Experience:']"
128,NAIL TECHNICIAN,HEARTWOOD & CO.,"Victoria, BC",https://ca.indeed.com/rc/clk?jk=dfb9de92c4e17cf3&fccid=ced5721b62f983ae&vjs=3,"<div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText"">
<div>
<h1 class=""jobSectionHeader""><b>JOB DESCRIPTION</b></h1>
<div>
    We are looking for an experienced Manicurist/Nail Technician to join our team.
   <br/> Our modern, approachable and fun salon is a great place to work. We provide quality services a long with a clean, fume free and a sanitary environment for you and your clientele.
   <br/>
<br/>
<b>Requirements:</b>
<br/>
<ul>
<li>Salon Experience</li>
<li>Certificate</li>
<li>Experience with: manicures, pedicures + gel polish</li>
<li>Sculpted nails (gel or no oder acrylic) (preferred but not required)</li>
<li>Excellent customer service</li>
<li>Reliable</li>
<li>Self motivated/team player</li>
</ul>
</div>
<div>
<b> Perks include:</b>
<br/>
<ul>
<li>High commission rates</li>
<li>Retail commission</li>
<li>Manulife Benefits for full time employees.</li>
<li>Continued education and room for growth</li>
<li>Promotion &amp; Marketing for your position</li>
<li>Staff discounts and Service discounts</li>
<li>Staff retreats</li>
</ul>
<br/>
<ul>
<li>You will be working in a bright and positive environment with a professional staff who have expansive knowledge in the industry!</li>
</ul>
<br/> If you are interested in this great opportunity:
   <br/>
<br/> E - mail a resume and cover letter to manager@heartwoodandco.com please include photos of your work and/or link to your Instagram OR inquire about the position below.
  </div>
</div>
</div>","['Excellent customer service', 'Experience with: manicures, pedicures + gel polish', 'Reliable', 'You will be working in a bright and positive environment with a professional staff who have expansive knowledge in the industry!', 'Continued education and room for growth', 'Salon Experience', 'Sculpted nails (gel or no oder acrylic) (preferred but not required)', 'High commission rates']"
129,nail care technician,Urban Nail Spa Ltd,"Victoria, BC",https://ca.indeed.com/rc/clk?jk=d1a7bd56e26aaba1&fccid=dd209034c3e7f5ad&vjs=3,"<div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText"">
<div>
<h2 class=""jobSectionHeader""><b>Esthetics Skills</b></h2>
<ul>
<li> Pedicures</li>
<li> Manicures</li>
</ul>
<h2 class=""jobSectionHeader""><b> Area of Work Experience</b></h2>
<ul>
<li> Pedicurist</li>
<li> Manicurist</li>
</ul>
<h2 class=""jobSectionHeader""><b> Additional Skills</b></h2>
<ul>
<li> Schedule and confirm appointments</li>
<li> Own clientele</li>
</ul>
<h2 class=""jobSectionHeader""><b> Work Conditions and Physical Capabilities</b></h2>
<ul>
<li> Repetitive tasks</li>
<li> Attention to detail</li>
<li> Hand-eye co-ordination</li>
<li> Combination of sitting, standing, walking</li>
</ul>
<h2 class=""jobSectionHeader""><b> Manicurists and Pedicurists Skills</b></h2>
<ul>
<li> Clean, trim and polish nails</li>
<li> Provide gel and acrylic nail extensions</li>
<li> Nail art technics</li>
</ul>
<h2 class=""jobSectionHeader""><b> Personal Suitability</b></h2>
<ul>
<li> Flexibility</li>
<li> Client focus</li>
<li> Judgement</li>
<li> Reliability</li>
<li> Organized</li>
</ul>
</div>
</div>","['Clean, trim and polish nails', 'Own clientele', 'Repetitive tasks', 'Organized', 'Provide gel and acrylic nail extensions']"
130,nail care technician,Tran Tuyet,"Victoria, BC",https://ca.indeed.com/rc/clk?jk=01b44b363a4f02e9&fccid=e466a4e4106dc11a&vjs=3,"<div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText""><div><h2 class=""jobSectionHeader""><b>Esthetics Skills</b></h2><ul><li>
Pedicures</li><li>
Manicures</li></ul><h2 class=""jobSectionHeader""><b>
Area of Work Experience</b></h2><ul><li>
Pedicurist</li><li>
Manicurist</li></ul><h2 class=""jobSectionHeader""><b>
Additional Skills</b></h2><ul><li>
Schedule and confirm appointments</li><li>
Own clientele</li></ul><h2 class=""jobSectionHeader""><b>
Work Conditions and Physical Capabilities</b></h2><ul><li>
Repetitive tasks</li><li>
Attention to detail</li><li>
Hand-eye co-ordination</li><li>
Combination of sitting, standing, walking</li></ul><h2 class=""jobSectionHeader""><b>
Manicurists and Pedicurists Skills</b></h2><ul><li>
Clean, trim and polish nails</li><li>
Provide gel and acrylic nail extensions</li><li>
Nail art technics</li></ul><h2 class=""jobSectionHeader""><b>
Personal Suitability</b></h2><ul><li>
Flexibility</li><li>
Judgement</li><li>
Reliability</li><li>
Organized</li></ul></div></div>","['Clean, trim and polish nails', 'Own clientele', 'Schedule and confirm appointments', 'Repetitive tasks', 'Organized', 'Provide gel and acrylic nail extensions']"
131,nail care technician,Thi Kim Khoan Tran,"Victoria, BC",https://ca.indeed.com/rc/clk?jk=917d3f0bb66daff3&fccid=986f13f7c3e8ab37&vjs=3,"<div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText"">
<div>
<h2 class=""jobSectionHeader""><b>Esthetics Skills</b></h2>
<ul>
<li> Pedicures</li>
<li> Manicures</li>
</ul>
<h2 class=""jobSectionHeader""><b> Area of Work Experience</b></h2>
<ul>
<li> Pedicurist</li>
<li> Manicurist</li>
</ul>
<h2 class=""jobSectionHeader""><b> Additional Skills</b></h2>
<ul>
<li> Schedule and confirm appointments</li>
<li> Own clientele</li>
</ul>
<h2 class=""jobSectionHeader""><b> Work Conditions and Physical Capabilities</b></h2>
<ul>
<li> Repetitive tasks</li>
<li> Attention to detail</li>
<li> Hand-eye co-ordination</li>
<li> Combination of sitting, standing, walking</li>
</ul>
<h2 class=""jobSectionHeader""><b> Manicurists and Pedicurists Skills</b></h2>
<ul>
<li> Clean, trim and polish nails</li>
<li> Provide gel and acrylic nail extensions</li>
<li> Nail art technics</li>
</ul>
<h2 class=""jobSectionHeader""><b> Personal Suitability</b></h2>
<ul>
<li> Flexibility</li>
<li> Client focus</li>
<li> Judgement</li>
<li> Reliability</li>
<li> Organized</li>
</ul>
</div>
</div>","['Clean, trim and polish nails', 'Own clientele', 'Repetitive tasks', 'Organized', 'Provide gel and acrylic nail extensions']"
132,nail care technician,T&B Nail Studio & Esthetics Ltd.,"Victoria, BC",https://ca.indeed.com/rc/clk?jk=375191e47b73b749&fccid=2cf9533aee4031d0&vjs=3,"<div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText"">
<div>
<h2 class=""jobSectionHeader""><b>Esthetics Skills</b></h2>
<ul>
<li> Pedicures</li>
<li> Manicures</li>
</ul>
<h2 class=""jobSectionHeader""><b> Area of Work Experience</b></h2>
<ul>
<li> Pedicurist</li>
<li> Manicurist</li>
</ul>
<h2 class=""jobSectionHeader""><b> Additional Skills</b></h2>
<ul>
<li> Schedule and confirm appointments</li>
<li> Own clientele</li>
</ul>
<h2 class=""jobSectionHeader""><b> Work Conditions and Physical Capabilities</b></h2>
<ul>
<li> Repetitive tasks</li>
<li> Attention to detail</li>
<li> Hand-eye co-ordination</li>
<li> Combination of sitting, standing, walking</li>
</ul>
<h2 class=""jobSectionHeader""><b> Manicurists and Pedicurists Skills</b></h2>
<ul>
<li> Clean, trim and polish nails</li>
<li> Provide gel and acrylic nail extensions</li>
<li> Nail art technics</li>
</ul>
<h2 class=""jobSectionHeader""><b> Personal Suitability</b></h2>
<ul>
<li> Flexibility</li>
<li> Client focus</li>
<li> Judgement</li>
<li> Reliability</li>
<li> Organized</li>
</ul>
</div>
</div>","['Clean, trim and polish nails', 'Own clientele', 'Repetitive tasks', 'Organized', 'Provide gel and acrylic nail extensions']"
133,nail care technician,JTM Enterprises Ltd.,"Victoria, BC",https://ca.indeed.com/rc/clk?jk=3c98e127d02f4b82&fccid=fbb9f341dd451d8f&vjs=3,"<div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText"">
<div>
<h2 class=""jobSectionHeader""><b>Esthetics Skills</b></h2>
<ul>
<li> Pedicures</li>
<li> Manicures</li>
</ul>
<h2 class=""jobSectionHeader""><b> Area of Work Experience</b></h2>
<ul>
<li> Pedicurist</li>
<li> Manicurist</li>
</ul>
<h2 class=""jobSectionHeader""><b> Additional Skills</b></h2>
<ul>
<li> Schedule and confirm appointments</li>
<li> Own clientele</li>
</ul>
<h2 class=""jobSectionHeader""><b> Work Conditions and Physical Capabilities</b></h2>
<ul>
<li> Repetitive tasks</li>
<li> Attention to detail</li>
<li> Hand-eye co-ordination</li>
<li> Combination of sitting, standing, walking</li>
</ul>
<h2 class=""jobSectionHeader""><b> Manicurists and Pedicurists Skills</b></h2>
<ul>
<li> Clean, trim and polish nails</li>
<li> Provide gel and acrylic nail extensions</li>
<li> Nail art technics</li>
</ul>
<h2 class=""jobSectionHeader""><b> Personal Suitability</b></h2>
<ul>
<li> Flexibility</li>
<li> Client focus</li>
<li> Judgement</li>
<li> Reliability</li>
<li> Organized</li>
</ul>
</div>
</div>","['Clean, trim and polish nails', 'Own clientele', 'Repetitive tasks', 'Organized', 'Provide gel and acrylic nail extensions']"
134,nail care technician,Elegance Nails Ltd,"Victoria, BC",https://ca.indeed.com/rc/clk?jk=fbe0e935656ccfcc&fccid=bc5fce4055f27e93&vjs=3,"<div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText"">
<div>
<h2 class=""jobSectionHeader""><b>Esthetics Skills</b></h2>
<ul>
<li> Pedicures</li>
<li> Manicures</li>
</ul>
<h2 class=""jobSectionHeader""><b> Area of Work Experience</b></h2>
<ul>
<li> Pedicurist</li>
<li> Manicurist</li>
</ul>
<h2 class=""jobSectionHeader""><b> Additional Skills</b></h2>
<ul>
<li> Schedule and confirm appointments</li>
<li> Own clientele</li>
</ul>
<h2 class=""jobSectionHeader""><b> Work Conditions and Physical Capabilities</b></h2>
<ul>
<li> Repetitive tasks</li>
<li> Attention to detail</li>
<li> Hand-eye co-ordination</li>
<li> Combination of sitting, standing, walking</li>
</ul>
<h2 class=""jobSectionHeader""><b> Manicurists and Pedicurists Skills</b></h2>
<ul>
<li> Clean, trim and polish nails</li>
<li> Provide gel and acrylic nail extensions</li>
<li> Nail art technics</li>
</ul>
<h2 class=""jobSectionHeader""><b> Personal Suitability</b></h2>
<ul>
<li> Flexibility</li>
<li> Client focus</li>
<li> Judgement</li>
<li> Reliability</li>
<li> Organized</li>
</ul>
</div>
</div>","['Clean, trim and polish nails', 'Own clientele', 'Repetitive tasks', 'Organized', 'Provide gel and acrylic nail extensions']"
135,NAIL CARE TECHNICIAN,VTH Nail Corporation,"Delta, BC",https://ca.indeed.com/rc/clk?jk=b506e8a0809bf7ce&fccid=75470fdfba4a207d&vjs=3,"<div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText""><div><h3 class=""jobSectionHeader""><b>JOB REQUIREMENTS</b></h3><div><div><h3 class=""jobSectionHeader""><b>
Education</b></h3><div><div><ul><li>
Secondary (high) school graduation certificate
</li></ul></div></div></div><div></div><div><h3 class=""jobSectionHeader""><b>Experience</b></h3><div></div><div><div><ul><li>
Experience an asset
</li></ul></div></div></div><div></div><div><div><div><h3 class=""jobSectionHeader""><b>Esthetics Skills</b></h3><ul><li>
Pedicures
</li><li>Manicures
</li></ul></div></div></div><div></div><div><div><div><h3 class=""jobSectionHeader""><b>Area of Work Experience</b></h3><ul><li>
Pedicurist
</li><li>Manicurist
</li></ul></div></div></div><div><div><div><h3 class=""jobSectionHeader""><b>Additional Skills</b></h3><ul><li>
Schedule and confirm appointments
</li><li>Own clientele
</li></ul></div></div></div><div><div><div><h3 class=""jobSectionHeader""><b>Work Conditions and Physical Capabilities</b></h3><ul><li>
Repetitive tasks
</li><li>Attention to detail
</li><li>Hand-eye co-ordination
</li><li>Combination of sitting, standing, walking
</li></ul></div></div></div><div><div><div><h3 class=""jobSectionHeader""><b>Manicurists and Pedicurists Skills</b></h3><ul><li>
Clean, trim and polish nails
</li><li>Provide gel and acrylic nail extensions
</li><li>Nail art technics
</li></ul></div></div></div><div><div><div><h3 class=""jobSectionHeader""><b>Personal Suitability</b></h3><ul><li>
Flexibility
</li><li>Client focus
</li><li>Judgement
</li><li>Reliability
</li><li>Organized
</li></ul></div></div></div><div><h3 class=""jobSectionHeader""><b>HOW TO APPLY</b></h3><div><div><b>
By email:
</b></div><div>lilynailssalonandspa@hotmail.com</div></div><div><div><b>
By mail:
</b></div><div><div>Room 103<br/>
1077 56 St<br/>
Delta<br/>
British Columbia<br/>
V4L 2A2</div></div></div></div></div></div></div>","['Organized', 'Own clientele', 'Clean, trim and polish nails', 'Schedule and confirm appointments', 'Experience an asset', 'Repetitive tasks', 'Secondary (high) school graduation certificate', 'Provide gel and acrylic nail extensions']"
